ASL,Year,Month,Day,Number,Player_A_ID,Player_B_ID,A_Score,B_Score,A_Faction,B_Faction
6,2018,9,2,1,Sea,Horang2,1,0,T,P
6,2018,9,2,2,Jaedong,Killer,1,0,Z,Z
6,2018,9,2,3,Sea,Jaedong,0,1,T,Z
6,2018,9,2,4,Horang2,Killer,0,1,P,Z
6,2018,9,2,5,Sea,Killer,1,0,T,Z
6,2018,9,4,1,Shuttle,Byul,1,0,P,T
6,2018,9,4,2,Shine,Miso,1,0,Z,Z
6,2018,9,4,3,Shuttle,Shine,0,1,P,Z
6,2018,9,4,4,Byul,Miso,0,1,T,Z
6,2018,9,4,5,Shuttle,Miso,1,0,P,Z
6,2018,9,6,1,Mind,Sacsri,1,0,T,Z
6,2018,9,6,2,Best,Movie,1,0,P,P
6,2018,9,6,3,Mind,Best,0,1,T,P
6,2018,9,6,4,Sacsri,Movie,0,1,Z,P
6,2018,9,6,5,Mind,Movie,1,0,T,P
6,2018,9,10,1,Effort,Action,0,1,Z,Z
6,2018,9,10,2,Mong,Stork,1,0,T,P
6,2018,9,10,3,Action,Mong,1,0,Z,T
6,2018,9,10,4,Effort,Stork,1,0,Z,P
6,2018,9,10,5,Mong,Effort,0,1,T,Z
6,2018,9,11,1,Last,Calm,1,0,T,Z
6,2018,9,11,2,Soulkey,Rush,1,0,Z,T
6,2018,9,11,3,Last,Soulkey,1,0,T,Z
6,2018,9,11,4,Calm,Rush,0,1,Z,T
6,2018,9,11,5,Soulkey,Rush,1,0,Z,T
6,2018,9,13,1,Guemchi,Light,1,0,P,T
6,2018,9,13,2,Sharp,Guemchi,1,0,T,P
6,2018,9,13,3,Guemchi,Light,0,1,P,T
6,2018,9,18,1,Rain,Sharp,0,1,P,T
6,2018,9,18,2,Mind,Sea,0,1,T,T
6,2018,9,18,3,Sharp,Sea,1,0,T,T
6,2018,9,18,4,Rain,Mind,1,0,P,T
6,2018,9,18,5,Sea,Rain,0,1,T,P
6,2018,9,20,1,Snow,Shuttle,1,0,P,P
6,2018,9,20,2,Soulkey,Effort,0,1,Z,Z
6,2018,9,20,3,Snow,Effort,0,1,P,Z
6,2018,9,20,4,Shuttle,Soulkey,1,0,P,Z
6,2018,9,20,5,Snow,Shuttle,0,1,P,P
6,2018,10,2,1,Mini,Shine,1,0,P,Z
6,2018,10,2,2,Best,Last,0,1,P,T
6,2018,10,2,3,Mini,Last,1,0,P,T
6,2018,10,2,4,Shine,Best,0,1,Z,P
6,2018,10,2,5,Last,Best,1,0,T,P
6,2018,10,4,1,Flash,Jaedong,0,1,T,Z
6,2018,10,4,2,Action,Light,1,0,Z,T
6,2018,10,4,3,Jaedong,Action,0,1,Z,Z
6,2018,10,4,4,Flash,Light,1,0,T,T
6,2018,10,4,5,Jaedong,Flash,0,1,Z,T
6,2018,10,7,1,Sharp,Last,0,3,T,T
6,2018,10,9,1,Effort,Rain,3,1,Z,P
6,2018,10,14,1,Action,Shuttle,2,3,Z,P
6,2018,10,16,1,Mini,Flash,0,3,P,T
6,2018,10,21,1,Last,Effort,2,3,T,Z
6,2018,10,23,1,Shuttle,Flash,0,3,P,T
6,2018,10,27,1,Last,Shuttle,3,0,T,P
6,2018,10,28,1,Effort,Flash,3,2,Z,T
