ASL,Year,Month,Day,Number,Player_A_ID,Player_B_ID,A_Score,B_Score,A_Faction,B_Faction
16,2023,8,14,1,Mini,Leta,1,0,p,t
16,2023,8,14,2,Soma,Mong,1,0,z,t
16,2023,8,14,3,Mini,Soma,0,1,p,z
16,2023,8,14,4,Leta,Mong,1,0,t,t
16,2023,8,14,5,Mini,Leta,1,0,p,t
16,2023,8,15,1,Soulkey,Calm,0,1,z,z
16,2023,8,15,2,Rain,Sea,1,0,p,t
16,2023,8,15,3,Calm,Rain,1,0,z,p
16,2023,8,15,4,Soulkey,Sea,1,0,z,t
16,2023,8,15,5,Rain,Soulkey,0,1,p,z
16,2023,8,16,1,Snow,Killer,0,1,p,z
16,2023,8,16,2,Royal,Shuttle,0,1,t,p
16,2023,8,16,3,Killer,Shuttle,1,0,z,p
16,2023,8,16,4,Snow,Royal,0,1,p,t
16,2023,8,16,5,Shuttle,Royal,0,1,p,t
16,2023,8,21,1,Light,free,1,0,t,p
16,2023,8,21,2,Action,Effort,1,0,z,z
16,2023,8,21,3,Light,Action,0,1,t,z
16,2023,8,21,4,free,Effort,0,1,p,z
16,2023,8,21,5,Light,Effort,0,1,t,z
16,2023,8,22,1,Queen,Ample,0,1,z,t
16,2023,8,22,2,Sharp,Jaedong,1,0,t,z
16,2023,8,22,3,Ample,Sharp,0,1,t,t
16,2023,8,22,4,Queen,Jaedong,1,0,z,z
16,2023,8,22,5,Ample,Queen,1,0,t,z
16,2023,8,23,1,Rush,Ivory,1,0,t,z
16,2023,8,23,2,Bisu,Stork,0,1,p,p
16,2023,8,23,3,Rush,Stork,1,0,t,p
16,2023,8,23,4,Ivory,Bisu,0,1,z,p
16,2023,8,23,5,Stork,Bisu,0,1,p,p
16,2023,9,4,1,Jyj,Calm,1,0,t,z
16,2023,9,4,2,Soma,Effort,0,1,z,z
16,2023,9,4,3,Jyj,Effort,0,2,t,z
16,2023,9,4,4,Calm,Soma,2,1,z,z
16,2023,9,4,5,Jyj,Calm,2,0,t,z
16,2023,9,5,1,Mind,Killer,1,0,t,z
16,2023,9,5,2,Mini,Rush,0,1,p,t
16,2023,9,5,3,Mind,Rush,1,2,t,t
16,2023,9,5,4,Killer,Mini,0,2,z,p
16,2023,9,5,5,Mind,Mini,1,2,t,p
16,2023,9,11,1,hero,Ample,1,0,z,t
16,2023,9,11,2,Soulkey,Bisu,1,0,z,p
16,2023,9,11,3,hero,Soulkey,1,2,z,z
16,2023,9,11,4,Ample,Bisu,2,1,t,p
16,2023,9,11,5,hero,Ample,2,0,z,t
16,2023,9,12,1,Best,Sharp,0,1,p,t
16,2023,9,12,2,Action,Royal,1,0,z,t
16,2023,9,12,3,Sharp,Action,2,1,t,z
16,2023,9,12,4,Best,Royal,2,0,p,t
16,2023,9,12,5,Action,Best,2,1,z,p
16,2023,9,18,1,Rush,hero,3,0,t,z
16,2023,9,19,1,Soulkey,Jyj,3,2,z,t
16,2023,9,25,1,Sharp,Mini,1,3,t,p
16,2023,9,26,1,Effort,Action,3,0,z,z
16,2023,10,4,1,Rush,Soulkey,3,4,t,z
16,2023,10,5,1,Mini,Effort,4,0,p,z
16,2023,10,15,1,Soulkey,Mini,4,1,z,p
